Species,Model,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,range.size,n.cells,nwidth_mcp,nwidth_kd,sd.elev,sp.dist.equal.mean,median.long,median.lat
Aconitum napellus ssp. lusitanicum,SDM70.bin,1,13,804600,18.84573945,3.04E-06,19840,0.004647023,5.511111111,0.090949548,61892.30769,112145.3555,2500,388300,1.428,0.052529038,0.024957879,0.017997978,0.08,1.479,0.775028327,1,3.68,1.053335401,0.065159354,1,1.202944053,614500,0.143931232,47269.23077,87900.43975,900,298700,0.883867947,94.89693313,0.98898837,90.81308079,47013.05101,0.981855593,4269400,42694,771,1009,541.0882453,234.873826,7.995,48.08
Aconitum napellus ssp. napellus,Occurrence,1,6,153800,47.51312944,1.85E-05,4700,0.014519617,2.974683544,0.37905468,25633.33333,47749.5829,2900,122700,1.408,0.061955298,0.024126484,0.021352893,0.089655172,1.374,0.485518323,1,2.083333333,1.054436002,0.063004703,1.000390258,1.154149742,110500,0.341365462,18416.66667,38500.25541,800,96900,0.858048928,94.79479479,0.853576326,6.829496719,47397.34322,0.974711461,323700,3237,259,445,148.9343795,28.23727363,-2.64,51.66
Aconitum napellus ssp. napellus,SDM.bin,1,4,240600,57.79485948,9.61E-06,5780,0.013884218,2.919191919,0.507566659,60150,101022.6872,1100,211300,1.198,0.072865643,0.063298404,0.0197823,0.163636364,1.671,0.438661234,1.285714286,2.27173913,1.099925958,0.024736206,1.077301177,1.133961793,185500,0.445592121,46375,82743.67549,0,170300,0.886688885,95.9685975,0.739830585,3.843649338,108308.5275,0.987748777,416300,4163,259,445,148.9343795,28.23727363,-2.64,51.66
Aconitum napellus ssp. napellus,ESM70.bin,1,2,316200,67.46319607,4.27E-06,7100,0.015148282,3.14159292,0.55237892,158100,142552.7271,57300,258900,1.335,0.026621894,0.0092446,0.020084975,0.033158813,2.27,0.402946879,1.979166667,2.549019608,1.137805912,0.017972602,1.125097363,1.150514461,246000,0.524855985,123000,118652.5179,39100,206900,0.893696661,96.10368701,0.679931722,3.124333369,150016.0017,0.991585651,468700,4687,259,445,148.9343795,28.23727363,-2.64,51.66
Aconitum napellus ssp. napellus,SDM70.bin,1,7,129700,28.36212552,1.53E-05,5680,0.01242073,3.890410959,0.097747649,18528.57143,13121.7014,4000,44700,1.807,0.045894571,0.010004507,0.033986928,0.065,1.434,0.488399469,1,2.325581395,1.06256705,0.058074306,1.006598092,1.160770547,77000,0.16837962,11000,7667.246355,1800,25900,0.802640723,91.63030543,0.983568401,60.85835058,7514.170129,0.950175934,457300,4573,259,445,148.9343795,28.23727363,-2.64,51.66
Aconitum napellus ssp. napellus,ESM.bin,1,5,509300,73.60890302,7.23E-06,8840,0.012776413,3.090909091,0.673363203,101860,203839.3313,1200,465900,1.309,0.063063666,0.04467091,0.014466624,0.133333333,1.533,0.606238653,1,2.459854015,1.068100011,0.056608708,1.001036525,1.138473283,423000,0.611360023,84600,175633.0265,100,398500,0.916823485,97.02280195,0.544458902,2.195191618,315188.8857,0.993837137,691900,6919,259,445,148.9343795,28.23727363,-2.64,51.66
Aconitum napellus ssp. tauricum,SDM70.bin,1,15,386300,12.65561525,4.91E-06,10860,0.003557856,4.344,0.05153322,25753.33333,46004.67161,1600,157300,1.302,0.055936858,0.023552212,0.018311111,0.1,1.254,0.319513317,1,2.0875,1.039963482,0.039925941,1,1.124432939,284300,0.093139824,18953.33333,37377.62636,400,124300,0.868666102,94.50072359,0.995752076,235.4090907,12966.36417,0.963935109,3052400,30524,498,651,540.080934,249.3607774,17.465,46.26
Aconitum napellus ssp. tauricum,SDM.bin,1,3,257300,35.40663272,4.13E-06,7060,0.009715151,3.460784314,0.194991055,85766.66667,68617.51477,9200,141700,1.483,0.035102086,0.01478796,0.026252646,0.052173913,1.971,0.654365583,1.2,2.447368421,1.112397945,0.055475215,1.049088063,1.152502358,188900,0.259942204,62966.66667,52119.98977,4900,105700,0.871613021,95.02379064,0.940380773,16.77311241,43325.29242,0.981844663,726700,7267,498,651,540.080934,249.3607774,17.465,46.26
Aconitum napellus ssp. tauricum,ESM.bin,1,11,410600,29.99926938,8.04E-06,12120,0.008855118,4.697674419,0.141886462,37327.27273,62036.70028,2800,194200,1.438,0.055306954,0.020807324,0.022245108,0.078571429,1.513,0.519849792,1,2.426966292,1.068888634,0.062807375,1.001036525,1.151846582,296400,0.216555856,26945.45455,49306.59923,1000,151800,0.862553867,94.09872572,0.971274777,34.81261073,39316.21246,0.973239126,1368700,13687,498,651,540.080934,249.3607774,17.465,46.26
Aconitum napellus ssp. tauricum,Occurrence,1,2,192700,31.53330061,3.27E-06,5280,0.008640157,3,0.169366716,96350,10111.62697,89200,103500,0.408,0.027520851,0.002301111,0.02589372,0.029147982,2.129,0.074336867,2.061538462,2.166666667,1.131754532,0.006635988,1.12706218,1.136446884,141300,0.231222386,70650,9828.784258,63700,77600,0.871782419,95.32660648,0.950008758,20.00350369,30549.64818,0.980320133,611100,6111,498,651,540.080934,249.3607774,17.465,46.26
Aconitum napellus ssp. tauricum,ESM70.bin,1,12,185700,17.56360541,1.13E-05,7020,0.006639554,4.034482759,0.116712381,15475,34158.4044,2400,123400,1.435,0.067160834,0.019086324,0.024473258,0.083870968,1.294,0.372791033,1,2.126760563,1.04690888,0.051222853,1,1.133121797,121700,0.115104511,10141.66667,26374.55586,800,93600,0.827306273,92.72125724,0.985948023,71.16436483,14857.15502,0.958636381,1057300,10573,498,651,540.080934,249.3607774,17.465,46.26
Aconitum napellus ssp. vulgare,ESM.bin,1,20,1189200,33.9402934,5.71E-06,24780,0.007072321,5.657534247,0.3023289,59460,235408.9262,2800,1059300,1.474,0.060758416,0.018009839,0.016935712,0.082758621,1.283,0.748817808,1,4.354368932,1.032855513,0.049034775,1,1.212199485,949600,0.271020035,47480,196065.313,1000,880300,0.900971107,95.67154679,0.90847316,10.92575691,320691.7404,0.992325816,3503800,35038,719,968,692.4655013,157.2619329,5.22,45.79
Aconitum napellus ssp. vulgare,ESM70.bin,1,26,977300,22.91764375,6.10E-06,26780,0.006279899,6.762626263,0.058366945,37588.46154,66567.78997,1600,248900,1.392,0.053132066,0.023516381,0.016600442,0.1,1.383,0.48436986,1,2.92,1.052177029,0.051086567,1,1.172845907,722400,0.169402495,27784.61538,53472.28585,400,191900,0.871774,94.10274964,0.991888034,123.2746806,34592.6672,0.972049748,4264400,42644,719,968,692.4655013,157.2619329,5.22,45.79
Aconitum napellus ssp. vulgare,SDM70.bin,1,12,768600,27.19937717,4.25E-06,20740,0.007339514,5.892045455,0.070670253,64050,76183.44487,1300,199700,1.399,0.053298421,0.034109493,0.015122684,0.138461538,1.731,0.689577872,1,2.719101124,1.087608877,0.063563112,1.004749972,1.171451886,571300,0.202172836,47608.33333,61269.70864,0,170100,0.873605948,94.33403527,0.985839717,70.62005881,40014.12697,0.976162464,2825800,28258,719,968,692.4655013,157.2619329,5.22,45.79
Aconitum napellus ssp. vulgare,Occurrence,1,4,250700,44.28546193,7.07E-06,6940,0.012259318,3.435643564,0.343048931,62675,88976.75258,3500,194200,1.459,0.045171516,0.02119656,0.02430484,0.068571429,1.719,0.693107542,1,2.651685393,1.087829892,0.06605798,1.003452094,1.161776564,184400,0.325737502,46100,69083.52433,1500,148300,0.87054654,94.99287604,0.87685803,8.120708123,69710.66949,0.984446347,566100,5661,719,968,692.4655013,157.2619329,5.22,45.79
Aconitum napellus ssp. vulgare,SDM.bin,1,7,480200,28.29366015,4.12E-06,10240,0.006033467,3.683453237,0.262726844,68600,166471.0686,1600,445900,1.405,0.069303713,0.02674503,0.017941242,0.1,1.491,0.719122971,1,2.985074627,1.061337436,0.062291355,1,1.168663917,381400,0.224723073,54485.71429,137446.9889,400,366100,0.898774219,96.05916535,0.930839,14.45901588,117380.0495,0.989128038,1697200,16972,719,968,692.4655013,157.2619329,5.22,45.79
Aconitum toxicum,SDM70.bin,1,24,203300,4.438573893,5.24E-06,10320,0.002253128,5.67032967,0.004912342,8470.833333,6299.860534,2800,22500,1.381,0.059748096,0.014630259,0.036018957,0.08,1.193,0.188567037,1,1.586206897,1.03575251,0.031110541,1,1.098554489,111800,0.024408882,4658.333333,4290.932469,1000,14800,0.774770842,89.3081761,0.999874401,7961.87711,575.2789119,0.905751122,4580300,45803,317,584,379.0348911,305.0468722,23.29,45.81
Aconitum toxicum,Occurrence,1,4,91000,32.86384977,1.44E-05,3020,0.010906464,2.475409836,0.167208378,22750,18262.25616,2500,46300,1.235,0.046643116,0.027978785,0.0288,0.088,1.29,0.225844469,1.1,1.590909091,1.048436325,0.031084445,1.0243634,1.090568591,63000,0.22751896,15750,13589.82462,800,33100,0.846778285,94.88345651,0.959949975,24.96877341,11089.85193,0.959626099,276900,2769,317,584,379.0348911,305.0468722,23.29,45.81
Aconitum toxicum,ESM70.bin,1,6,74000,11.24961995,9.12E-06,3700,0.00562481,3.363636364,0.04180602,12333.33333,10243.95757,1900,27500,1.446,0.063114386,0.025138866,0.046808511,0.105263158,1.38,0.367583428,1,1.911764706,1.060589807,0.050433318,1.00524487,1.131649072,40400,0.061416844,6733.333333,5999.222172,400,15400,0.777777778,90.87719298,0.996678167,301.0385985,2185.101855,0.934891718,657800,6578,317,584,379.0348911,305.0468722,23.29,45.81
Aconitum toxicum,ESM.bin,1,7,286500,33.59915562,8.21E-06,8680,0.01017943,4.018518519,0.144247684,40928.57143,54915.68429,2100,123000,1.405,0.056008357,0.02748193,0.022276423,0.095238095,1.534,0.635769205,1,2.739130435,1.068703689,0.059891854,1.005293262,1.173817201,204700,0.240060983,29242.85714,41444.37465,500,96000,0.859182349,94.20135183,0.958987015,24.38252198,34971.77202,0.975866097,852700,8527,317,584,379.0348911,305.0468722,23.29,45.81
Aconitum toxicum,SDM.bin,1,3,131800,28.15637684,6.41E-06,4320,0.009228797,2.95890411,0.202948088,43933.33333,46862.60058,2900,95000,1.451,0.049032944,0.024586255,0.027578947,0.075862069,1.719,0.612549417,1,2.112903226,1.090215004,0.07355319,1.005293262,1.133813913,92000,0.196539201,30666.66667,35473.13538,1100,70000,0.848527349,94.42060086,0.953528975,21.51878495,21753.08695,0.974681316,468100,4681,317,584,379.0348911,305.0468722,23.29,45.81
Aconitum valesiacum,ESM.bin,1,1,32900,83.08080808,2.53E-05,1160,0.029292929,1.567567568,0.830808081,32900,NA,32900,32900,NA,0.035258359,NA,0.035258359,0.035258359,1.599,NA,1.567567568,1.567567568,1.090232991,NA,1.090232991,1.090232991,22700,0.573232323,22700,NA,22700,22700,0.837988827,96.61835749,0.309757933,1.448767103,27333.58586,0.994861907,39600,396,187,307,713.6903497,212.7085232,7.395,46.265
Aconitum valesiacum,SDM70.bin,1,2,14200,63.67713004,8.97E-05,820,0.0367713,1.708333333,0.502242152,7100,5798.275606,3000,11200,1.34,0.065892857,0.019950513,0.051785714,0.08,1.233,0.160706087,1.090909091,1.318181818,1.045160208,0.031661609,1.022772069,1.067548346,7100,0.31838565,3550,3606.244584,1000,6100,0.747692308,93.46153846,0.729654729,3.69897352,6028.699552,0.953846726,22300,223,187,307,713.6903497,212.7085232,7.395,46.265
Aconitum valesiacum,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657800,6578,187,307,713.6903497,212.7085232,7.395,46.265
Aconitum valesiacum,Occurrence,1,1,32900,83.08080808,2.53E-05,1160,0.029292929,1.567567568,0.830808081,32900,NA,32900,32900,NA,0.035258359,NA,0.035258359,0.035258359,1.599,NA,1.567567568,1.567567568,1.090232991,NA,1.090232991,1.090232991,22700,0.573232323,22700,NA,22700,22700,0.837988827,96.61835749,0.309757933,1.448767103,27333.58586,0.994861907,39600,396,187,307,713.6903497,212.7085232,7.395,46.265
Aconitum valesiacum,SDM.bin,1,1,32900,83.08080808,2.53E-05,1160,0.029292929,1.567567568,0.830808081,32900,NA,32900,32900,NA,0.035258359,NA,0.035258359,0.035258359,1.599,NA,1.567567568,1.567567568,1.090232991,NA,1.090232991,1.090232991,22700,0.573232323,22700,NA,22700,22700,0.837988827,96.61835749,0.309757933,1.448767103,27333.58586,0.994861907,39600,396,187,307,713.6903497,212.7085232,7.395,46.265
Aconitum variegatum ssp. variegatum,ESM70.bin,1,30,964700,20.87824092,6.49E-06,24960,0.005401896,6.335025381,0.157771718,32156.66667,131975.7597,300,729000,1.371,0.067523922,0.041786101,0.019259259,0.266666667,1.22,0.569495582,1,4.105263158,1.029862711,0.041087249,1,1.209439497,729500,0.157879929,24316.66667,107204.1143,0,590600,0.878492844,94.49651778,0.974888367,39.82218102,116030.812,0.985631783,4620600,46206,1098,1298,499.0443691,332.6200683,16,48.95
Aconitum variegatum ssp. variegatum,ESM.bin,1,12,1628400,56.27202986,4.15E-06,21800,0.007533347,4.2578125,0.543299468,135700,452386.3273,2500,1572200,1.428,0.060067879,0.017932635,0.011665183,0.08,1.31,0.763058975,1,3.653386454,1.031953484,0.055517813,1,1.181742834,1415700,0.489218329,117975,400365.4924,900,1389300,0.935230852,97.41891557,0.704784093,3.387351349,854295.791,0.996484608,2893800,28938,1098,1298,499.0443691,332.6200683,16,48.95
Aconitum variegatum ssp. variegatum,Occurrence,1,8,736600,46.6173027,5.06E-06,15220,0.009632302,4.424418605,0.411429656,92075,226138.4769,800,650100,1.394,0.068703721,0.048052371,0.017504999,0.175,1.581,0.856708494,1,3.512345679,1.068712014,0.065191402,1.001036525,1.188403253,588400,0.372381495,73550,187595.134,0,536900,0.901762086,95.95467033,0.82945889,5.863688816,269472.0081,0.992305179,1580100,15801,1098,1298,499.0443691,332.6200683,16,48.95
Aconitum variegatum ssp. variegatum,SDM.bin,1,13,1631200,50.72297024,4.04E-06,21520,0.00669175,4.203125,0.476196399,125476.9231,422487.3374,2200,1531400,1.369,0.061028825,0.022917565,0.010656915,0.090909091,1.37,0.626575427,1,3.290322581,1.04747399,0.049593095,1.001036525,1.167537079,1423400,0.442613265,109492.3077,378732.4418,600,1369900,0.936142433,97.46663371,0.773097887,4.40718681,729694.5054,0.995177417,3215900,32159,1098,1298,499.0443691,332.6200683,16,48.95
Aconitum variegatum ssp. variegatum,SDM70.bin,1,22,3323500,46.9858908,3.11E-06,53700,0.007591823,7.356164384,0.368111516,151068.1818,554806.5329,2400,2603800,1.447,0.055431949,0.022276867,0.013487979,0.083333333,1.483,0.989154783,1,5.436532508,1.049975363,0.060086964,1,1.229344046,2795900,0.395269602,127086.3636,480062.151,800,2251600,0.922348348,96.49043189,0.860770034,7.182361864,984829.2434,0.995257014,7073400,70734,1098,1298,499.0443691,332.6200683,16,48.95
Adonis pyrenaica,SDM.bin,1,4,43800,28.02303263,2.56E-05,1700,0.01087652,2.023809524,0.221369162,10950,15919.48492,700,34600,1.025,0.098534957,0.089171685,0.028901734,0.228571429,1.238,0.171404588,1,1.333333333,1.051030504,0.055270051,1,1.126189656,29000,0.185540627,7250,11966.20241,0,25100,0.823100937,94.8441247,0.949246184,19.70295185,7932.821497,0.94897493,156300,1563,112,230,565.1661944,103.4932184,0.28,42.67
Adonis pyrenaica,SDM70.bin,1,1,4500,100,0.000222222,320,0.071111111,1.142857143,1,4500,NA,4500,4500,NA,0.071111111,NA,0.071111111,0.071111111,1.193,NA,1.142857143,1.142857143,1.04187204,NA,1.04187204,1.04187204,1700,0.377777778,1700,NA,1700,1700,0.698113208,97.36842105,0,1,4500,1,4500,45,112,230,565.1661944,103.4932184,0.28,42.67
Adonis pyrenaica,Occurrence,1,4,43800,27.73907536,2.53E-05,1700,0.010766308,2.023809524,0.219126029,10950,15919.48492,700,34600,1.025,0.098534957,0.089171685,0.028901734,0.228571429,1.238,0.171404588,1,1.333333333,1.051030504,0.055270051,1,1.126189656,29000,0.183660545,7250,11966.20241,0,25100,0.823100937,94.8441247,0.950269549,20.1084039,7852.438252,0.948849859,157900,1579,112,230,565.1661944,103.4932184,0.28,42.67
Adonis pyrenaica,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620600,46206,112,230,565.1661944,103.4932184,0.28,42.67
Adonis pyrenaica,ESM.bin,1,3,48600,26.39869636,1.63E-05,1880,0.010211841,2.088888889,0.187941336,16200,16558.0796,2500,34600,0.868,0.068532462,0.052442739,0.028901734,0.128,1.417,0.177828295,1.272727273,1.6,1.077914623,0.036571854,1.056576253,1.12014337,32000,0.173818577,10666.66667,12820.42641,600,25100,0.823639775,94.71413161,0.960591642,25.37532755,7255.078762,0.950412401,184100,1841,112,230,565.1661944,103.4932184,0.28,42.67
Alnus cordata,SDM70.bin,1,5,85800,49.88372093,2.91E-05,3140,0.018255814,2.661016949,0.308139535,17160,21793.30172,2400,53000,1.339,0.057842544,0.024057454,0.031320755,0.083333333,1.242,0.322763752,1,1.765957447,1.037756526,0.043329805,1.001036525,1.108338365,56600,0.329069767,11320,15588.68179,800,36800,0.832354511,94.08569704,0.886015414,8.773116022,19605.34884,0.965031089,172000,1720,300,436,445.4395131,29.11265858,9.31,41.32
Alnus cordata,ESM.bin,1,24,491500,25.49670592,1.25E-05,18620,0.009659179,6.602836879,0.154277118,20479.16667,59742.65084,700,297400,1.433,0.075452823,0.050382304,0.028715535,0.228571429,1.366,0.615838197,1,3.881818182,1.053076507,0.06012601,1.002220159,1.216587054,321200,0.166623437,13383.33333,43467.09567,0,215200,0.826967754,91.84642378,0.975200196,40.32289865,47806.58297,0.974856434,1927700,19277,300,436,445.4395131,29.11265858,9.31,41.32
Alnus cordata,Occurrence,1,10,86600,5.23991045,6.05E-06,4140,0.002504992,3.508474576,0.022448115,8660,11449.23093,700,37100,1.204,0.080922555,0.055138524,0.031219512,0.228571429,1.22,0.251502402,1,1.743589744,1.042329394,0.046000064,1.00524487,1.126189656,50700,0.030677074,5070,7971.065731,0,24300,0.78648788,91.15361626,0.99929351,1415.447469,1167.616627,0.922424829,1652700,16527,300,436,445.4395131,29.11265858,9.31,41.32
Alnus cordata,ESM70.bin,1,12,155100,26.59009086,2.06E-05,6000,0.010286302,3.797468354,0.117949597,12925,20725.44001,1000,68800,1.303,0.070810549,0.031369176,0.028494624,0.14,1.173,0.332266622,1,2.150943396,1.026803271,0.039999422,1,1.139358956,100100,0.171609806,8341.666667,14590.8102,0,46400,0.823633157,92.68938141,0.980220809,50.55818505,11537.20213,0.953367396,583300,5833,300,436,445.4395131,29.11265858,9.31,41.32
Alnus cordata,SDM.bin,1,11,99300,11.66314306,1.29E-05,4980,0.00584919,3.890625,0.059079164,9027.272727,14671.74774,2100,50300,1.467,0.072305629,0.020372121,0.031219512,0.095238095,1.22,0.409584081,1,2.333333333,1.034858218,0.049532294,1,1.157128563,56000,0.065774019,5090.909091,9506.466699,600,31000,0.777181208,90.37460978,0.995793784,237.7433856,3581.172187,0.938119954,851400,8514,300,436,445.4395131,29.11265858,9.31,41.32
Alnus viridis ssp. viridis,SDM70.bin,1,47,3512800,34.6259241,4.63E-06,72380,0.007134549,9.650666667,0.26680138,74740.42553,393482.4788,2400,2706700,1.475,0.057942489,0.018621091,0.015657443,0.088,1.4,0.832331449,1,6.421212121,1.049975378,0.051948817,1.001036525,1.251500483,2810900,0.277072449,59806.38298,332300.9148,800,2283900,0.902023689,95.35782258,0.928249283,13.93714288,727911.0281,0.993550175,10145000,101450,1141,1333,623.2450491,259.4853036,13.37,46.485
Alnus viridis ssp. viridis,ESM70.bin,1,21,909800,22.41328341,5.17E-06,25320,0.006237682,6.628272251,0.159735909,43323.80952,139589.7987,1300,648400,1.466,0.061599709,0.030434238,0.020820481,0.169230769,1.458,0.713637854,1,4.166666667,1.061006844,0.05558248,1.001036525,1.214166926,669400,0.164909342,31876.19048,111359.6826,0,515600,0.869900319,94.02943627,0.973956454,38.39722835,105715.9637,0.984872353,4059200,40592,1141,1333,623.2450491,259.4853036,13.37,46.485
Alnus viridis ssp. viridis,ESM.bin,1,5,1294500,53.39465435,2.06E-06,22440,0.009255898,4.921052632,0.501897377,258900,535868.7526,3000,1216800,1.493,0.046522804,0.026674933,0.016058514,0.075862069,1.962,1.424263476,1,4.42081448,1.085805983,0.084034888,1.001036525,1.212401541,1072900,0.442542485,214580,451708.448,1200,1022200,0.916925811,96.51624971,0.747560533,3.961345719,612014.2427,0.996226162,2424400,24244,1141,1333,623.2450491,259.4853036,13.37,46.485
Alnus viridis ssp. viridis,Occurrence,1,8,479800,33.55244755,5.59E-06,9640,0.006741259,3.467625899,0.245944056,59975,119219.2188,1200,351700,1.312,0.056629182,0.033310808,0.012965596,0.116666667,1.426,0.454103421,1,2.027027027,1.057196858,0.056315014,1.00290819,1.138665186,387600,0.271048951,48450,104998.3537,200,306500,0.9043461,96.37305699,0.93727392,15.94233224,89698.29371,0.981250156,1430000,14300,1141,1333,623.2450491,259.4853036,13.37,46.485
Alnus viridis ssp. viridis,SDM.bin,1,11,1320200,30.89632577,2.57E-06,23380,0.005471566,5.082608696,0.273601685,120018.1818,348517.3448,2400,1169100,1.441,0.057235435,0.02408152,0.014831922,0.083333333,1.507,0.901930366,1,3.995391705,1.053923008,0.064089732,1.001036525,1.198773241,1090300,0.255160309,99118.18182,297586.1483,800,995400,0.915206905,96.41247039,0.924797261,13.29738792,321341.3059,0.992984654,4273000,42730,1141,1333,623.2450491,259.4853036,13.37,46.485
Alyssoides cretica,SDM70.bin,1,3,32000,64.38631791,6.04E-05,1740,0.03501006,2.416666667,0.30583501,10666.66667,5259.594408,4900,15200,1.56,0.057044397,0.008311393,0.048684211,0.065306122,1.401,0.21603791,1.142857143,1.545454545,1.070091719,0.033872437,1.031430279,1.094551942,16300,0.327967807,5433.333333,3027.099822,2200,8200,0.760660248,91.55629139,0.839414758,6.227222306,7981.086519,0.949966254,49700,497,22,70,392.1696692,10.67856375,25.62,35.45
Alyssoides cretica,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059200,40592,22,70,392.1696692,10.67856375,25.62,35.45
Alyssoides cretica,ESM.bin,1,2,37400,86.774942,4.64E-05,1540,0.035730858,1.974358974,0.684454756,18700,15273.50647,7900,29500,1.59,0.04463849,0.008477393,0.038644068,0.050632911,1.392,0.365899699,1.111111111,1.628571429,1.062336886,0.051012721,1.026265445,1.098408326,23200,0.538283063,11600,10323.75901,4300,18900,0.813333333,94.6403385,0.497924753,1.991733322,21639.44316,0.980672745,43100,431,22,70,392.1696692,10.67856375,25.62,35.45
